1
229.3238,136.8920,54.4906,72.0449
227.8212,135.1349,54.5189,73.7231
224.6529,132.7131,55.2229,75.4160
222.2198,129.8779,55.4275,77.0595
218.9433,128.1733,56.8832,76.8694
215.5278,126.7693,58.5886,76.8855
214.5039,121.4574,59.3503,77.1256
212.6457,117.8131,60.1537,77.3823
210.6104,111.6492,60.5835,77.8829
207.6920,106.9473,61.0498,78.0846
204.1855,104.1236,61.8696,77.8038
201.9888,96.9354,62.1062,78.1120
200.1449,93.8392,62.6492,78.4865
199.0450,90.9412,63.5646,78.7606
198.2250,89.2473,64.8577,78.8125
197.9210,87.7660,65.8640,78.3345
197.1259,86.5910,66.4479,79.1839
196.6674,85.3898,66.8896,79.5103
195.9173,84.6009,67.1994,80.0215
194.4785,84.5814,66.9633,80.1741
193.2346,84.3617,66.5965,80.2254
191.4545,85.1100,66.0451,79.7494
188.9256,87.6395,64.7860,78.3110
189.7512,89.9729,64.4151,77.3517
190.5869,94.5331,64.7761,76.6686
192.8060,99.4688,63.7530,77.4073
194.4540,102.2700,62.5984,78.3359
196.0376,103.9930,61.7280,78.3462
198.6489,104.5867,60.3923,78.7432
200.4833,103.9029,59.6804,79.1423
201.2970,99.6327,58.5787,80.1063
201.7823,94.3036,58.1870,81.2659
202.8598,90.3200,57.6876,82.7138
203.6102,84.6011,57.3361,83.9827
205.2133,78.9983,57.4510,85.0843
207.2771,72.8626,58.0513,85.6876
209.0548,68.1548,58.8549,85.8251
210.4670,68.1139,57.7764,86.3443
211.1029,68.6601,56.9487,85.6646
211.7210,70.4238,56.2527,85.1289
213.2778,72.7008,55.4948,84.2998
214.7191,75.5991,54.8311,83.1892
214.9832,79.1464,53.7122,81.7824
215.5751,82.4725,52.5075,80.8104
216.9308,88.4511,51.0852,80.2299
218.1583,93.8610,50.0604,79.5825
219.8097,100.9742,52.7306,75.7082
221.7985,108.0281,53.8867,73.8167
224.3463,115.5077,53.7172,73.1423
226.7775,119.0053,53.5178,73.4343
229.2264,120.8127,54.5155,74.1298
230.6364,119.7620,55.3168,73.3923
232.6524,115.2012,56.0166,73.1067
234.8801,110.2167,56.1521,72.9234
237.4573,104.7810,56.0691,73.4325
239.8745,99.2097,55.1232,74.0039
240.8207,90.7093,54.9792,73.0690
240.1506,84.4747,54.0832,72.7801
238.0753,82.0661,55.1586,71.6815
236.6632,83.6121,55.5063,70.1292
237.4150,86.7588,56.0238,69.2469
239.1028,90.9218,56.8142,68.1255
239.4155,94.1681,57.1899,66.0076
240.2383,96.3216,57.9796,65.2053
241.7951,97.8983,58.4605,64.6955
242.5287,98.8191,58.5595,65.1519
243.2016,100.2027,58.3918,66.2401
243.1530,100.2094,58.0680,66.2683
244.1586,101.8670,57.1779,66.9350
245.3958,103.7644,56.2548,67.8990
247.0729,105.3013,57.1471,67.8277
248.0147,109.0486,56.8630,67.4275
250.0193,110.7671,56.7142,67.3215
252.6391,112.4118,56.4141,68.0805
252.5530,112.3994,56.7137,68.6088
252.6563,110.3097,56.5823,68.5545
253.3133,105.6208,56.1606,69.0989
255.0647,101.8924,55.6969,70.2852
255.2113,95.2953,55.6619,70.5845
257.4637,85.6695,55.5071,70.9896
257.8141,75.9493,55.7476,71.3025
257.7138,67.5316,56.4634,71.7067
257.8812,63.2885,56.7416,73.0656
257.9539,61.7092,57.3684,72.8131
257.3401,61.2091,58.2761,72.2529
257.6041,60.9691,58.5010,71.4498
257.7960,61.2884,59.1365,70.7540
258.9088,62.3768,59.0839,69.9893
259.9324,64.3602,59.2081,69.9019
259.9238,66.3992,59.1606,69.4506
260.4414,68.2443,59.1087,69.7323
261.5573,70.6478,58.8962,69.9643
261.4125,75.2631,58.2466,70.2907
261.1435,78.2374,58.0448,70.5834
260.0461,81.3615,57.4334,70.5267
258.7511,86.3409,56.4115,71.1524
258.5779,92.7592,55.6913,72.0130
255.9197,95.9808,55.8729,72.7700
252.6219,96.9223,56.6828,73.0589
248.4066,95.6378,57.8088,72.9553
243.9397,91.4827,58.4701,73.6804
242.0498,84.8758,58.2173,74.3676
240.7210,75.0736,59.2344,73.9695
243.0271,64.8981,58.2615,73.5130
246.3060,57.0739,57.4976,72.5058
249.3349,52.9280,57.5188,72.1279
250.7595,51.7838,57.9177,72.1080
254.0826,58.1542,57.5322,69.6375
255.4220,69.0700,60.4747,65.6416
257.8117,75.5857,59.3271,64.4527
259.2524,81.1935,58.9866,64.4997
258.9638,84.7775,58.8015,64.2980
258.6629,87.3342,58.6971,64.2519
257.6426,89.8123,58.6904,64.9072
256.3612,89.0984,58.9223,67.0442
254.2543,86.8737,58.8509,68.7849
252.9071,84.1919,59.2247,70.4138
250.4906,85.1884,61.2768,70.4564
250.2816,86.6839,59.6093,72.8258
249.0726,90.0364,58.3193,75.6006
248.1155,94.0613,58.2588,77.0758
246.8210,95.3928,59.0488,77.2675
246.5435,95.6807,59.5973,77.2578
246.5327,92.7463,59.7451,77.2640
249.1867,87.5200,59.8621,77.1904
251.3425,78.4344,60.8990,76.9769
255.1448,70.0569,60.4524,77.0600
258.8274,63.7701,59.2971,77.5465
261.0318,62.1247,59.3252,77.7457
264.6118,64.9698,59.7128,78.1158
267.8340,67.8572,59.8579,76.5471
269.0158,74.8703,60.2956,73.5879
268.7690,85.8923,62.5845,68.3308
268.0887,93.8197,64.9552,65.8239
266.1327,98.6640,66.2963,64.5748
265.4886,100.9283,66.9940,64.6307
265.5187,100.3449,67.4592,65.9260
263.1634,99.3530,67.1990,67.3963
261.9551,97.9764,66.3955,69.2530
258.5858,98.5385,65.3359,70.5196
257.0743,99.0180,64.6736,71.9241
255.8537,99.7383,64.1653,72.4768
253.9504,102.0945,64.0742,74.0299
250.2064,103.1940,63.6654,73.7344
245.2092,107.2391,63.2714,74.6269
239.9050,108.7955,63.0248,74.8312
236.8003,108.1242,63.8134,75.2967
235.9930,101.0101,63.7627,76.2346
238.0802,92.4769,63.3308,77.1319
242.5264,83.2581,62.0234,77.1495
247.0081,75.0748,60.9711,78.1929
249.3990,67.6370,61.3744,78.7940
252.6792,62.5890,62.6666,79.0297
254.0780,63.2769,63.2401,76.6334
254.7762,71.9192,65.3879,72.2427
255.7503,81.4239,66.2687,68.7857
255.6469,91.2644,66.7048,66.3153
255.1104,99.4335,67.2679,66.0709
255.1019,103.6400,67.8985,65.2858
253.4483,107.3496,69.2952,65.7667
250.4745,107.0964,69.3983,65.9905
247.2947,103.1669,69.1215,67.5002
244.7380,99.6385,69.4238,70.0547
241.3281,96.9442,69.1788,72.4356
237.5264,94.6020,69.1716,74.6306
234.7481,93.3782,68.4040,76.4397
232.9666,94.0450,68.0518,78.6756
230.9642,94.8606,68.0616,79.8284
226.6079,100.3768,68.3173,79.9017
223.1354,104.0662,68.1777,80.8561
223.6670,101.0512,68.6116,80.6437
225.6373,94.8981,69.1439,81.3494
227.6198,87.0137,67.4147,82.4038
230.6590,79.0464,65.9551,83.3003
231.9224,71.0539,66.2428,83.8755
233.9892,65.1598,67.0521,85.4303
236.1742,63.5691,68.3061,83.9926
238.3166,64.0873,68.2284,81.8243
240.1477,68.1853,68.5147,79.5769
241.5564,74.1490,67.8532,76.9884
241.6903,81.8180,66.9510,75.6517
240.7064,88.1391,66.4736,74.5811
239.4758,92.3245,66.5002,74.5052
237.4834,94.2870,66.5440,74.9671
237.8153,95.6008,67.4603,75.7506
237.0804,96.1944,68.1407,75.7130
235.5979,97.5095,69.3088,76.7003
234.7199,98.0158,69.5831,77.0206
232.4198,99.2069,70.1770,77.6263
228.7943,100.4859,69.8551,78.5373
226.9031,101.3550,72.3578,79.6327
224.1332,101.9200,72.0252,80.6834
220.5815,102.3551,72.2044,81.4408
220.1337,100.5227,71.7728,81.7729
218.6238,95.7313,71.9014,81.0853
219.0114,89.7888,71.4753,81.5586
218.7824,81.9749,70.1968,81.1605
220.0565,73.3161,69.0710,80.7032
219.9165,63.4595,68.5473,79.7773
218.4520,55.5569,68.6087,79.0928
216.6295,49.2652,69.1012,78.6891
215.4174,46.9097,68.5107,78.2572
215.0821,47.1600,68.5117,77.8538
215.6404,47.3848,67.7855,77.8348
216.3963,48.9219,67.2916,76.8002
217.7823,52.1224,66.3764,77.1755
218.3036,55.1079,65.3148,77.0926
219.0983,58.7216,64.7380,76.4868
219.7385,62.1780,63.8770,75.8786
220.2156,67.8376,63.1296,75.7428
221.4417,73.8901,62.2101,75.1898
223.5553,80.1873,61.0521,74.7335
225.8539,86.9262,60.0403,74.7118
228.4843,93.5203,59.2160,75.1822
228.8031,99.7169,59.7474,75.9420
228.7298,104.0085,60.4543,76.4987
230.4448,107.5238,59.8927,76.5023
232.3547,107.9689,59.6262,76.1179
232.3070,103.3683,60.3712,76.9436
235.5632,98.8478,60.6266,77.4355
236.0341,90.1108,62.0128,79.9404
237.0589,82.9681,62.8818,81.4251
238.5099,78.4447,63.0056,82.0079
237.5838,73.1792,64.1306,83.5271
237.6035,65.6164,64.4323,84.8212
236.8027,57.9648,65.0368,86.7632
237.8812,50.6796,65.0201,88.7778
239.0387,41.2294,66.7503,89.5950
239.9699,33.2336,67.3146,90.6536
240.4702,30.1646,68.2591,92.3807
242.5140,26.0892,69.2900,94.5243
244.2455,26.8323,70.2171,95.1780
246.2383,26.0961,70.7610,96.3080
247.9361,27.2755,72.0026,97.5842
250.1018,29.3700,73.1782,98.8793
249.6879,30.6461,73.9076,100.2498
250.1258,33.5549,74.4556,100.7432
250.3977,38.6683,74.6649,101.2008
250.9760,44.4948,75.3102,100.9359
250.2553,50.5271,76.5193,100.3886
249.1628,56.6515,77.8307,99.5889
245.3147,59.2330,79.1938,98.1523
242.0116,56.4653,80.5113,97.2153
237.9065,51.2437,81.5444,96.0648
233.9108,44.2842,82.0726,94.4368
229.0814,37.3191,82.1655,92.8382
222.9332,31.1136,82.1105,91.5437
217.1633,26.8926,81.7202,90.3815
212.9814,25.3893,81.1454,89.6069
208.9483,27.0227,80.7226,88.6365
205.0323,28.6988,80.1678,89.3467
201.5358,32.5322,79.6665,90.1452
199.4386,33.6683,79.9147,89.0053
195.0441,36.6009,80.8915,88.3067
190.3179,40.3174,80.4561,87.7918
185.3433,43.8949,80.0864,88.2367
181.9063,46.2711,79.7927,88.6808
178.5403,49.8202,80.1388,88.4967
175.6871,51.2611,80.7418,87.8589
170.8122,56.0270,81.4036,87.7966
168.8365,59.7048,82.5507,88.1040
166.3453,63.5581,83.4556,88.8894
161.3447,67.7484,84.0925,89.7230
159.7594,72.6727,84.0943,91.2361
159.5779,74.4563,83.4041,91.5891
161.6966,74.0362,83.5889,91.4632
165.4801,68.9885,83.5914,90.6094
169.4187,61.2407,83.7635,89.3653
174.0431,54.1625,82.6032,90.0514
179.0764,47.2568,81.8784,92.0577
184.4555,37.7489,82.8495,90.6850
188.5317,32.5019,83.2802,92.9120
191.5337,29.4505,83.8071,94.4750
193.4083,26.8346,85.8279,95.3052
193.8480,24.0673,87.3194,94.9887
196.8178,22.5486,88.2447,95.7890
198.6092,21.7446,89.0762,96.1191
202.2640,20.9528,88.8915,97.6712
207.8438,20.7257,88.6578,100.0126
212.1535,21.7067,88.6358,102.8349
215.6798,23.0736,88.8242,104.7881
216.9370,26.5844,90.7008,104.7880
218.2672,32.2496,91.1383,107.1152
221.0249,39.0751,90.7592,110.8536
225.1916,45.4978,88.5477,113.6458
