1
389.2902,472.4450,60.2775,64.9061
393.9362,466.2335,63.2335,65.9751
399.1582,459.9326,66.0701,66.8652
402.0879,456.2179,65.3651,68.1063
398.3611,456.5576,65.8514,69.0316
390.6401,459.1227,66.1528,69.5741
377.7203,462.3032,66.4964,69.4488
367.3994,470.8102,70.6149,64.9928
367.8101,488.8684,69.5280,65.7217
384.3646,504.0099,66.9322,66.6752
395.3636,503.6400,65.5948,66.0062
415.2788,495.6317,66.4532,66.6269
458.7918,475.1947,71.6722,60.2239
524.7267,462.9653,76.9855,56.1929
591.1080,452.5110,80.3722,53.1603
653.2417,440.9138,83.4372,50.5966
720.1241,427.8321,84.1642,48.1230
788.9351,413.6318,85.3998,46.8742
853.5319,399.4708,85.1165,45.0971
916.0110,384.8680,85.9623,43.5599
978.0496,376.9622,85.9168,42.6683
1035.1343,371.2026,84.0620,41.7869
1089.8813,358.6319,83.1828,41.3617
1144.5846,353.3152,81.9876,40.8442
1197.9779,346.2891,81.3591,39.8754
1250.4199,333.8780,80.9825,38.9984
1299.5464,327.7922,81.5840,37.7274
1347.2295,318.8597,81.1235,37.3586
1388.5264,310.7910,79.8913,36.5389
1423.7610,299.4571,79.0042,36.2760
1463.4904,293.1679,79.5943,35.4218
1495.4497,286.2705,77.7167,35.5613
1490.6205,288.2667,77.9639,35.8804
1495.7957,294.5554,79.7159,34.8619
1512.7501,294.5608,75.5341,34.8573
1527.2729,295.9659,75.8508,33.6454
1547.4209,304.1957,75.5761,32.4192
1560.7360,313.3220,72.5135,35.0617
1570.6042,322.9458,69.6172,38.3764
1580.9376,324.4199,65.7415,44.7580
1591.5293,322.1842,64.5196,49.9444
1597.7688,317.1870,64.7718,54.2337
1599.7638,308.8695,62.6702,55.4965
1599.7673,303.0495,60.8674,54.8970
1599.1492,295.7917,60.7217,54.0540
1599.2219,288.6571,60.3349,52.7903
1599.6887,281.9697,60.2023,51.7591
1598.2983,277.1591,61.2420,49.9852
1596.8517,270.6262,63.9829,47.3169
1595.1617,267.6147,70.3205,42.7760
1592.1354,261.7584,74.4384,40.0098
1590.7090,254.1017,76.5160,39.3672
1592.5176,248.1377,77.1576,39.6629
1592.2798,239.2394,78.3951,39.8434
1587.7843,231.0175,77.1907,41.2597
1583.2686,225.7032,74.0948,42.8700
1581.6708,218.0237,73.3442,43.3159
1571.1964,215.3083,68.5637,46.1356
1568.5367,212.6951,65.8878,48.6609
1563.1743,210.1320,65.0640,50.6898
1558.4209,206.9545,64.7989,53.6304
1555.4648,200.7738,65.6170,53.8549
1551.5552,200.0979,65.5337,55.2948
1548.0543,197.7532,65.9783,54.9543
1543.5076,196.7273,68.0066,51.9669
1536.1809,202.9577,67.8041,52.3808
1529.7107,205.8656,69.0790,51.1984
1512.0496,209.5976,68.5165,51.2212
1488.7865,208.9101,70.6399,54.0530
1454.9830,200.8379,71.4108,54.9677
